cat_traveller_id,cat_traveller,traveller_cat,duration_id,duration_stay,duration_around,reason_id,reason_journey,adjustment_type_id,adjustment_type,frequency_id,frequency,time_period,observation_value,unit_measurement_id,unit_measurement,table
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-04,40,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2020-04,30,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-04,17050,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-04,4450,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-04,40,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-04,0,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-04,7770,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-04,2830,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-04,1960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-04,950,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-04,260,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-04,60,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2020-04,150,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-04,160,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-04,210,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-04,7730,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-04,550,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2020-04,420,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-04,1740,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-04,810,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2020-04,690,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-04,3010,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-04,1610,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-05,280,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-05,50,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-05,3440,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-05,120,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-05,270,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-05,1820,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-05,1570,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-05,50,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2020-05,60,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-05,13380,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-05,1660,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-05,40,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-05,10,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-05,1600,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-05,4780,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-05,1860,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-05,1410,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-05,390,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-05,40,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2020-05,300,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-05,210,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-05,410,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-05,6960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-05,550,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2020-05,490,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-05,310,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-05,1260,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2020-05,550,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-05,4850,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-05,1750,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-06,570,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-06,100,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-06,5400,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-06,130,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-06,420,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-06,2160,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-06,2240,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-06,60,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2020-06,90,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-06,15760,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-06,1640,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-06,80,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-06,20,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-06,530,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-06,9440,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-06,2830,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-06,2080,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-06,610,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-06,50,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2020-06,530,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-06,390,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-06,610,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-06,7760,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-06,1060,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2020-06,610,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-06,560,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-06,1980,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2020-06,710,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-06,1720,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-06,3330,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-07,450,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-07,130,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-07,3530,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-07,120,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-07,370,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-07,1930,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-07,880,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-07,40,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2020-07,100,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-07,10280,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-07,760,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-07,70,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-07,10,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-07,710,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-07,5110,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-07,2160,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-07,1000,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-07,490,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-07,30,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2020-07,420,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-07,340,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-07,670,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-07,4210,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-07,740,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2020-07,550,NUM,Number,rs
